,draftRnd,ht_inch,Wt,dash,yr1,yr2,yr3,yr4,pos_QB,pos_RB,pos_WR,draftStat_No,draftStat_Yes,Salary_log1p
137,3,75,217,4.54,16.6,109.2,184.4,194.8,0,0,1,0,1,14.167733807800099
138,4,75,210,4.39,0.0,0.0,0.0,1.3,0,0,1,0,1,13.153863982446317
139,4,69,186,4.28,59.0,33.9,0.0,9.9,0,0,1,0,1,14.167733807800099
140,3,74,211,4.58,52.8,79.3,91.7,92.7,0,0,1,0,1,14.187936501055155
141,2,69,172,4.53,26.9,38.8,51.2,63.1,0,0,1,0,1,13.425797236505867
142,3,72,204,4.4,4.1,3.9,0.0,0.0,0,0,1,0,1,13.334447599153558
143,3,71,195,4.4,42.7,70.6,105.9,59.1,0,0,1,0,1,14.167733807800099
144,3,71,186,4.4,49.6,40.8,68.6,110.0,0,0,1,0,1,14.80412232351101
145,2,70,199,4.42,22.7,56.2,110.8,119.8,0,0,1,0,1,13.425797236505867
146,1,75,224,4.52,40.3,79.1,203.4,227.0,0,0,1,0,1,13.709303573041291
147,3,73,197,4.52,21.9,89.2,32.4,17.8,0,0,1,0,1,13.425797236505867
148,6,70,188,4.4,0.8,42.1,27.2,11.3,0,0,1,0,1,13.425797236505867
149,4,73,221,4.53,162.4,95.1,153.6,33.6,0,0,1,0,1,15.861912374764868
150,0,76,210,4.5,10.1,0.0,0.0,0.0,0,0,1,1,0,13.299045730401492
151,3,71,187,4.68,44.9,0.0,53.2,11.8,0,0,1,0,1,13.835486700597954
152,2,70,191,4.46,43.5,143.4,67.3,200.7,0,0,1,0,1,13.665379559050582
153,4,74,201,4.62,0.0,18.3,30.5,0.0,0,0,1,0,1,13.434332126407059
154,1,76,211,4.48,147.7,201.0,208.6,140.1,0,0,1,0,1,14.991165551409255
155,3,73,209,4.4,16.3,72.3,55.5,0.0,0,0,1,0,1,13.434332126407059
156,6,70,203,4.53,0.0,28.2,20.0,11.6,0,0,1,0,1,13.434332126407059
157,0,76,210,4.51,0.0,1.1,49.1,93.3,0,0,1,1,0,13.434332126407059
158,3,69,185,4.46,0.0,2.2,44.9,4.0,0,0,1,0,1,13.434332126407059
159,1,75,220,4.34,143.9,179.8,70.0,195.3,0,0,1,0,1,14.821351869489309
160,5,69,189,4.56,37.4,94.7,70.3,46.9,0,0,1,0,1,14.23120978503679
161,2,74,231,4.51,82.9,88.7,58.5,6.9,0,0,1,0,1,13.434332126407059
162,0,74,211,4.34,16.5,0.0,8.2,31.5,0,0,1,1,0,13.310718363072601
163,0,73,190,4.56,0.0,0.0,12.7,4.6,0,0,1,1,0,13.310718363072601
164,5,72,194,4.43,91.8,116.1,99.5,11.5,0,0,1,0,1,14.23120978503679
165,5,73,224,4.45,2.5,21.2,5.1,56.7,0,0,1,0,1,13.434332126407059
166,4,73,210,4.53,26.4,0.0,14.3,16.7,0,0,1,0,1,13.434332126407059
167,0,71,182,4.56,45.6,0.7,6.1,10.5,0,0,1,1,0,13.821543324181881
168,4,72,205,4.5,9.0,139.9,95.7,61.7,0,0,1,0,1,14.23120978503679
169,0,74,214,4.65,0.0,0.0,0.0,0.0,0,0,1,1,0,13.005337305178825
170,2,73,204,4.41,126.1,133.5,136.8,142.7,0,0,1,0,1,13.695106240749276
